departamento,anio,divorcios_total,vif_total,vif_sexo_hombres,vif_sexo_mujeres,vif_tipo_fisica,vif_tipo_fisica_patrimonial,vif_tipo_fisica_psicologica,vif_tipo_fisica_psicologica_patrimonial,vif_tipo_fisica_psicologica_sexual,vif_tipo_fisica_psicologica_sexual_patrimonial,vif_tipo_fisica_sexual,vif_tipo_fisica_sexual_patrimonial,vif_tipo_patrimonial,vif_tipo_psicologica,vif_tipo_psicologica_patrimonial,vif_tipo_psicologica_sexual,vif_tipo_psicologica_sexual_patrimonial,vif_tipo_sexual,vif_tipo_sexual_patrimonial,vif_edad_01,vif_edad_02,vif_edad_03,vif_edad_04,vif_edad_05,vif_edad_06,vif_edad_07,vif_edad_08,vif_edad_09,vif_edad_10,vif_edad_11,vif_edad_12,vif_edad_13,vif_edad_14,vif_edad_15,vif_edad_16,vif_edad_17,vif_edad_18,vif_edad_19,vif_edad_20,vif_edad_21,vif_edad_22,vif_edad_23,vif_edad_24,vif_edad_25,vif_edad_26,vif_edad_27,vif_edad_28,vif_edad_29,vif_edad_30,vif_edad_31,vif_edad_32,vif_edad_33,vif_edad_34,vif_edad_35,vif_edad_36,vif_edad_37,vif_edad_38,vif_edad_39,vif_edad_40,vif_edad_41,vif_edad_42,vif_edad_43,vif_edad_44,vif_edad_45,vif_edad_46,vif_edad_47,vif_edad_48,vif_edad_49,vif_edad_50,vif_edad_51,vif_edad_52,vif_edad_53,vif_edad_54,vif_edad_55,vif_edad_56,vif_edad_57,vif_edad_58,vif_edad_59,vif_edad_60,vif_edad_61,vif_edad_62,vif_edad_63,vif_edad_64,vif_edad_65,vif_edad_66,vif_edad_67,vif_edad_68,vif_edad_69,vif_edad_70,vif_edad_71,vif_edad_72,vif_edad_73,vif_edad_74,vif_edad_75,vif_edad_76,vif_edad_77,vif_edad_78,vif_edad_79,vif_edad_80,vif_edad_81,vif_edad_82,vif_edad_83,vif_edad_84,vif_edad_85,vif_edad_86,vif_edad_87,vif_edad_88,vif_edad_89,vif_edad_90,vif_edad_91,vif_edad_92,vif_edad_93,vif_edad_94,vif_edad_95,vif_edad_96,vif_edad_97,vif_edad_98,vif_edad_99
Quetzaltenango,2019,655.0,1991,157,1834,207,3,965,22,25,10,2,1,20,678,50,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,13,22,51,57,69,68,72,71,66,90,80,78,75,78,108,69,77,69,63,62,41,43,64,40,58,22,33,30,14,21,19,18,22,19,25,12,9,10,8,7,9,14,6,9,8,5,3,4,6,4,1,7,1,3,4,0,1,1,0,0,2,3,1,0,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31
Quiché,2019,205.0,595,88,507,18,1,183,278,4,1,0,0,2,60,40,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,13,12,12,12,13,28,28,21,25,29,23,22,24,24,16,25,18,14,16,14,12,14,8,13,6,13,14,6,7,5,7,8,5,5,3,5,4,4,2,1,2,4,0,4,4,3,5,0,2,1,4,2,1,1,1,0,1,2,2,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Retalhuleu,2019,197.0,1801,294,1507,53,3,840,36,15,1,16,0,13,749,44,9,1,21,0,3,6,10,7,8,7,9,9,5,10,7,9,9,14,12,26,32,32,55,61,62,58,70,75,51,73,54,61,64,61,55,69,50,51,49,36,26,48,40,29,26,33,24,22,31,28,8,14,12,14,14,16,15,12,8,5,2,17,9,6,10,4,4,5,5,3,3,2,7,3,1,2,0,2,5,0,2,1,2,1,0,1,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Sacatepéquez,2019,168.0,1274,140,1134,133,6,499,27,4,0,4,1,8,565,17,5,0,2,3,0,0,0,0,1,0,0,0,0,0,2,0,1,3,3,9,14,24,29,50,39,45,43,46,68,44,43,51,44,50,41,41,48,46,44,23,30,42,18,45,19,21,22,12,11,15,13,11,8,14,8,6,10,9,14,5,5,7,3,3,2,2,4,1,4,6,2,4,4,2,3,3,1,3,5,1,3,0,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,14
San Marcos,2019,315.0,1747,143,1604,475,2,491,33,5,1,0,0,8,698,27,3,1,3,0,0,0,0,0,0,1,0,0,0,1,2,3,1,5,6,11,18,36,49,58,52,53,63,57,70,64,58,62,53,72,49,48,51,49,51,51,45,38,44,45,22,36,38,29,28,21,16,20,17,10,7,15,7,13,14,4,11,9,15,20,4,9,6,4,9,4,3,6,3,3,2,4,4,4,4,3,4,3,4,1,1,2,0,1,1,0,0,1,1,2,0,0,1,1,0,0,0,0,34
Santa Rosa,2019,208.0,1276,142,1134,59,2,457,109,13,11,1,0,5,496,115,5,0,3,0,0,1,0,0,0,0,0,1,4,0,0,0,4,2,4,10,14,28,36,36,38,55,55,54,49,43,56,42,52,57,32,40,31,33,42,31,27,27,43,24,32,27,29,22,18,14,5,12,6,14,10,6,9,9,6,6,10,7,6,6,4,0,2,6,0,2,5,4,3,1,2,3,3,3,1,2,0,1,3,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Sololá,2019,110.0,519,94,425,90,1,182,19,5,1,0,0,5,194,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,7,7,13,18,17,10,11,16,18,11,12,16,13,20,14,19,20,11,14,13,10,24,11,15,12,16,9,7,12,8,6,3,8,5,5,6,2,4,4,4,2,1,2,5,2,7,2,2,5,2,3,1,1,5,3,3,1,2,0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Suchitepéquez,2019,244.0,2010,215,1795,405,7,568,27,9,4,1,0,28,900,47,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,12,22,36,58,64,94,70,99,92,79,82,69,75,60,69,52,69,48,55,47,52,44,58,54,47,35,46,38,31,22,18,20,27,17,15,9,14,7,7,15,16,6,11,4,12,4,11,8,5,4,4,12,3,1,4,2,5,1,2,3,4,2,1,2,2,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,38
Totonicapán,2019,157.0,422,54,368,73,0,171,4,1,1,0,0,1,164,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,8,16,16,15,22,11,21,21,10,17,14,18,9,10,13,13,16,18,8,6,14,9,7,10,7,10,6,5,8,4,3,5,6,3,3,3,1,4,1,2,1,1,2,0,0,2,1,3,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Zacapa,2019,198.0,767,132,635,136,3,186,33,4,0,1,0,14,309,72,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,2,4,19,23,36,17,22,23,37,30,36,26,26,26,41,28,24,24,19,19,18,13,22,17,19,13,15,10,12,8,8,3,6,5,8,2,1,4,4,5,5,4,2,3,2,0,0,2,6,5,4,3,1,3,4,2,1,3,2,0,1,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,18
Alta Verapaz,2020,102.0,3878,682,3196,534,12,1346,103,13,5,4,0,43,1569,221,10,3,14,1,0,1,1,0,0,1,1,2,0,2,0,3,5,7,22,49,69,88,106,128,140,151,155,127,171,148,135,122,128,149,113,120,142,100,119,91,97,101,83,97,65,79,59,57,54,41,35,43,20,39,30,28,26,21,22,13,22,22,13,19,17,10,15,7,10,15,7,9,4,15,8,3,8,2,4,3,1,5,3,0,2,4,2,2,1,0,5,2,2,1,0,0,0,0,0,0,0,0,29
Baja Verapaz,2020,50.0,915,155,760,107,2,297,17,1,0,1,0,2,433,48,1,0,6,0,0,2,0,0,0,1,1,0,0,2,2,3,1,3,5,5,16,11,19,43,33,38,32,39,30,30,49,36,17,29,24,26,29,25,24,19,24,19,19,16,16,22,18,15,12,18,10,14,10,6,7,7,0,8,6,4,4,10,7,5,1,6,4,2,2,5,1,2,2,2,1,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Chimaltenango,2020,122.0,1861,206,1655,209,4,679,98,8,0,2,3,2,687,157,8,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,9,20,42,49,50,74,62,76,71,62,77,76,75,76,74,66,55,65,48,53,47,46,53,28,49,24,37,28,31,28,16,18,33,18,21,9,13,9,12,11,8,6,11,4,6,2,6,4,12,6,7,4,4,4,4,4,5,3,4,5,3,5,3,2,3,0,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,12
Chiquimula,2020,103.0,562,74,488,25,0,179,117,2,6,0,0,1,173,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,8,12,17,20,9,17,26,15,23,23,18,18,12,23,16,24,9,16,20,24,16,7,12,18,7,5,7,10,6,7,13,8,10,4,3,10,1,5,4,3,3,3,3,4,1,2,1,1,3,1,2,2,0,2,0,1,1,1,4,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
El Progreso,2020,68.0,879,190,689,24,1,318,9,4,1,0,0,4,475,36,2,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,5,3,10,19,30,25,30,36,30,31,25,31,31,22,26,43,39,25,16,29,16,19,17,24,12,17,11,16,16,20,8,13,7,11,9,14,9,16,5,8,6,7,5,9,3,3,7,4,4,1,5,4,1,2,3,2,2,1,2,5,2,1,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15
Escuintla,2020,172.0,1196,69,1127,189,3,627,19,4,2,1,0,5,303,32,6,0,5,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,1,1,6,15,31,30,38,68,46,50,51,42,72,59,75,66,65,47,45,34,34,21,25,25,28,27,23,6,14,21,15,12,13,7,4,9,5,7,1,4,9,2,4,2,1,7,1,2,6,0,1,1,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Guatemala,2020,1361.0,3418,491,2927,176,2,1017,182,22,28,6,0,84,1597,270,22,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,6,19,40,65,88,80,112,130,105,125,147,115,100,127,115,99,131,128,109,134,97,107,107,62,89,45,69,63,49,39,33,49,45,32,37,28,25,22,29,20,22,24,22,21,26,3,13,18,11,15,7,6,12,13,12,10,7,5,5,5,6,5,2,4,5,1,3,2,1,1,1,3,0,1,0,1,1,0,0,0,0,0,0,94
Huehuetenango,2020,138.0,830,102,728,158,6,212,67,4,5,3,0,3,254,112,4,1,1,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,8,12,10,20,17,22,34,26,31,31,35,26,32,28,17,25,23,32,18,21,21,26,19,14,23,19,20,13,17,12,14,5,5,12,6,12,4,3,6,5,2,6,3,5,5,7,3,6,4,4,7,7,0,3,1,3,4,1,5,0,1,2,1,3,1,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
Izabal,2020,134.0,688,67,621,0,0,408,44,6,6,1,0,1,203,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,5,14,14,26,18,28,35,34,38,40,32,20,20,33,12,25,20,24,20,13,14,16,8,24,12,13,12,7,10,6,10,7,3,6,5,4,5,0,2,5,5,2,2,4,1,5,1,1,4,1,4,2,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jalapa,2020,91.0,350,35,315,41,2,97,3,1,2,0,0,2,190,8,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,7,9,12,24,11,19,15,14,11,8,14,11,14,11,8,7,8,9,13,12,6,5,8,7,4,4,6,3,6,2,4,4,2,4,1,2,4,3,2,0,1,4,1,0,1,2,1,0,1,1,0,3,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Jutiapa,2020,154.0,1293,231,1062,111,2,336,33,5,3,2,0,7,728,59,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,20,25,41,37,33,34,50,25,41,34,49,43,45,30,28,32,41,21,35,24,36,29,25,29,20,27,22,24,20,13,17,20,11,19,10,14,8,9,15,10,13,14,16,12,14,9,5,7,10,5,7,2,7,4,3,9,5,7,5,3,4,2,2,2,0,1,1,2,2,0,2,0,0,0,0,0,1,3,0,1,0,0,29
Petén,2020,106.0,793,54,739,109,2,231,27,4,0,3,0,2,373,29,4,0,9,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,7,6,15,26,22,32,25,23,40,35,31,25,35,35,35,37,32,29,25,27,17,17,14,9,20,9,16,11,11,9,9,11,5,12,3,8,1,4,8,3,7,6,4,0,3,3,3,1,2,2,4,1,2,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Quetzaltenango,2020,375.0,1713,137,1576,374,2,649,25,10,8,3,1,15,592,27,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,5,15,37,45,54,62,70,76,59,82,68,83,70,70,81,47,67,40,46,61,46,35,39,42,46,31,28,18,13,29,18,16,12,15,18,16,15,14,8,8,6,8,5,6,3,2,4,8,1,0,2,3,5,1,5,2,2,3,2,0,2,5,2,0,1,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,16
Quiché,2020,147.0,369,37,332,15,1,114,223,2,5,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,11,7,7,10,6,12,20,16,10,17,18,15,14,14,14,14,14,11,12,6,3,10,5,4,7,9,2,8,7,5,3,4,4,2,1,2,2,1,0,2,2,0,1,5,0,1,3,2,1,3,2,0,1,3,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Retalhuleu,2020,119.0,1526,223,1303,39,5,645,20,3,2,6,0,21,705,34,13,0,33,0,7,4,2,6,5,4,8,8,11,10,6,10,6,12,12,15,19,36,26,37,44,51,74,65,64,39,52,60,48,52,44,57,51,39,51,41,36,33,46,36,16,24,33,10,25,18,19,12,10,11,12,6,11,5,14,9,7,6,9,3,3,3,6,2,3,2,2,0,2,2,1,2,2,0,2,0,1,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sacatepéquez,2020,85.0,1386,166,1220,122,2,623,25,7,2,1,1,6,563,28,4,0,2,0,0,0,0,1,0,0,2,0,1,1,3,1,2,2,3,4,16,35,33,39,37,46,54,49,68,52,47,47,54,59,53,55,46,39,45,34,29,44,25,30,24,24,16,21,21,13,13,14,10,13,8,9,13,7,12,5,11,9,2,5,5,3,4,7,9,5,3,4,1,1,1,3,2,1,2,2,5,3,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14
San Marcos,2020,206.0,1692,149,1543,326,5,603,32,4,0,2,0,14,667,32,1,0,6,0,2,1,1,0,0,2,0,1,3,1,1,2,3,7,8,8,28,36,42,51,61,54,61,65,59,64,54,66,55,70,38,59,40,41,46,39,29,44,44,44,30,35,32,20,34,15,20,22,20,14,11,16,12,3,11,8,7,9,8,13,6,10,4,5,8,2,5,3,4,7,3,8,3,4,2,7,0,1,1,1,4,2,1,1,2,1,1,1,2,1,0,0,1,0,0,0,0,0,21
Santa Rosa,2020,164.0,1212,158,1054,110,4,383,138,4,10,0,0,4,404,153,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,7,12,9,32,23,36,31,37,49,34,47,35,39,60,49,59,28,46,48,40,20,27,29,33,34,28,14,27,20,14,13,13,14,10,11,13,14,12,12,7,10,8,5,8,5,7,5,5,4,5,5,8,3,1,3,0,2,5,5,2,4,1,3,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sololá,2020,41.0,522,106,416,78,0,186,9,3,1,0,0,1,229,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,5,7,11,6,11,15,22,20,13,13,13,15,18,17,10,12,16,22,9,13,15,7,15,10,16,6,12,12,7,8,3,8,11,8,12,4,9,3,4,3,3,5,5,2,7,3,4,2,1,3,4,4,2,4,5,2,1,5,1,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
Suchitepéquez,2020,157.0,1838,208,1630,414,4,462,22,8,0,0,0,23,849,47,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,13,39,50,77,67,59,63,74,74,64,69,57,50,82,55,64,68,48,57,29,50,65,57,40,23,39,24,16,23,17,25,29,24,9,11,17,12,11,10,14,7,9,13,7,6,4,5,2,9,5,4,5,1,7,0,3,2,2,8,4,1,2,0,2,1,2,1,2,1,0,1,0,2,0,0,0,0,0,1,0,0,0,32
Totonicapán,2020,88.0,461,47,414,53,1,203,6,0,1,0,0,0,188,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,1,4,4,10,13,17,14,26,14,19,19,18,20,15,18,9,17,17,12,13,10,11,8,9,12,5,13,8,7,10,7,5,4,7,3,3,4,3,3,4,2,2,3,1,5,0,4,2,3,2,1,2,3,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zacapa,2020,91.0,863,138,725,150,0,206,42,1,1,1,0,11,359,80,6,1,5,0,1,1,0,0,0,0,2,0,1,2,0,1,1,4,5,5,10,25,17,30,21,32,31,32,26,30,42,33,27,31,31,23,29,27,31,21,30,16,13,17,7,17,16,7,10,5,9,3,11,10,8,4,4,8,8,1,7,3,4,6,6,6,4,3,4,3,2,3,1,3,1,2,0,2,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,19
Alta Verapaz,2021,194.0,4404,855,3549,520,16,1507,135,18,8,0,0,48,1915,211,14,1,11,0,1,0,0,1,0,1,2,1,3,2,0,3,6,17,18,32,68,89,126,132,134,174,172,155,170,169,161,159,133,161,150,142,147,119,133,107,119,120,89,107,67,96,68,63,71,59,51,46,33,42,30,33,26,22,21,16,25,28,18,26,16,17,18,10,18,14,14,13,10,12,2,6,5,2,6,3,4,4,5,8,2,2,1,2,2,3,2,0,0,1,0,0,1,0,0,1,0,1,35
Baja Verapaz,2021,171.0,1203,183,1020,120,2,352,10,2,0,3,0,11,627,71,2,0,3,0,0,1,1,0,1,0,0,1,2,0,2,0,4,2,3,13,9,26,29,49,43,43,48,37,42,42,45,50,43,40,31,32,34,38,42,33,32,31,26,40,21,18,16,13,18,14,15,8,18,9,6,8,6,9,8,8,3,6,5,7,1,8,7,2,4,1,7,2,1,3,3,4,0,1,0,0,0,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Chimaltenango,2021,258.0,2134,242,1892,186,0,769,78,15,3,3,2,5,903,157,7,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,11,29,33,40,49,66,72,80,69,58,94,82,104,70,88,56,80,74,55,51,62,54,71,44,59,50,50,50,38,28,25,23,35,13,29,15,21,14,13,9,8,6,10,8,15,10,13,6,11,6,3,11,8,7,4,1,3,4,1,4,4,3,1,3,1,1,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2
Chiquimula,2021,269.0,511,71,440,58,0,116,21,3,0,0,9,1,278,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,2,6,5,9,25,16,15,18,16,18,15,17,19,20,13,12,11,12,11,13,15,10,11,10,12,7,14,9,11,8,3,11,3,4,8,7,7,4,2,4,3,1,3,4,6,2,5,2,1,6,3,3,4,3,3,4,1,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
El Progreso,2021,206.0,1244,302,942,68,0,293,22,0,0,1,0,4,712,141,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,8,12,30,30,35,51,43,45,35,37,41,38,30,35,29,38,43,38,39,22,45,31,35,26,34,28,30,28,14,12,14,16,18,7,17,7,11,11,14,5,7,10,6,8,7,2,7,4,9,6,4,3,4,5,4,4,5,3,6,5,1,3,4,3,3,1,0,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,21
Escuintla,2021,496.0,1637,184,1453,133,5,727,92,20,0,2,0,6,589,56,6,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,3,5,35,41,42,46,65,70,74,77,55,82,77,70,74,87,60,59,46,54,22,40,45,41,42,24,25,20,24,27,16,14,10,19,12,6,13,9,11,13,4,7,3,2,1,4,9,3,4,11,3,0,4,2,5,1,0,3,1,1,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Guatemala,2021,3339.0,7461,926,6535,536,9,1691,206,47,27,13,0,160,4273,439,35,10,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,7,10,15,81,95,164,195,208,227,237,262,252,259,248,290,288,267,226,221,224,225,165,214,219,190,201,166,151,132,126,125,106,97,93,70,94,72,61,57,60,35,40,29,43,38,39,35,31,31,24,30,29,25,22,23,23,14,13,13,9,13,13,7,17,5,6,6,5,4,8,9,6,4,1,1,2,4,2,1,2,1,0,0,0,395
Huehuetenango,2021,399.0,905,101,804,147,3,221,112,3,7,4,1,4,297,92,4,3,6,1,0,0,0,0,0,1,0,0,0,1,2,0,4,4,7,7,20,14,29,24,24,36,30,30,27,42,34,28,23,34,19,38,22,18,24,20,17,22,18,23,12,22,15,14,12,10,13,13,6,7,7,7,5,5,9,6,4,3,10,5,1,6,2,5,4,0,7,3,3,4,1,2,5,0,2,1,2,3,2,3,1,5,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,8
Izabal,2021,310.0,899,69,830,9,1,463,84,13,4,0,0,5,265,51,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,18,21,20,29,30,34,48,48,45,33,31,34,36,43,30,26,17,36,21,28,24,27,25,15,16,9,11,19,9,10,5,10,10,2,12,5,4,3,5,0,2,3,4,3,2,4,1,1,2,0,1,2,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jalapa,2021,243.0,382,39,343,33,0,75,2,2,2,0,0,3,248,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,4,8,11,14,11,12,24,10,9,18,13,16,24,8,7,12,7,16,9,6,7,7,13,11,2,7,2,6,3,6,2,4,3,2,1,2,3,3,4,1,3,3,4,2,1,2,3,3,1,0,1,0,2,1,1,2,2,3,3,0,0,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Jutiapa,2021,371.0,1545,272,1273,112,4,377,31,5,2,5,0,7,888,100,6,0,8,0,0,0,0,0,0,1,0,1,0,1,1,0,6,3,8,9,13,24,38,41,54,50,54,62,63,46,39,54,64,47,38,44,41,44,35,39,37,37,30,46,19,20,27,21,25,21,15,30,15,20,8,16,15,6,13,11,3,7,16,18,11,8,16,6,4,5,4,5,2,6,3,2,5,3,6,6,3,2,1,4,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,37
Petén,2021,258.0,1029,84,945,122,2,281,33,9,4,0,0,5,529,34,4,0,6,0,1,0,0,0,1,0,0,0,0,0,0,1,3,5,7,8,13,20,25,30,50,40,37,41,49,34,40,40,34,20,28,28,36,29,33,29,25,40,24,33,16,19,24,15,12,16,10,12,5,7,7,7,4,3,3,2,9,5,2,4,2,5,2,3,3,2,2,2,3,2,2,2,1,2,1,1,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quetzaltenango,2021,768.0,1787,129,1658,490,0,541,21,9,13,2,1,14,664,29,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,2,8,17,38,46,49,58,55,61,85,71,75,54,96,65,91,63,77,65,46,55,48,43,42,38,41,28,36,27,11,23,11,13,16,11,15,18,14,11,7,15,5,11,6,10,9,9,2,4,2,6,1,3,2,5,2,0,6,5,1,1,1,3,4,1,1,0,0,0,2,0,0,2,0,1,3,0,0,0,0,0,0,0,0,28
Quiché,2021,280.0,606,89,517,21,3,224,214,2,4,1,0,5,94,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,9,13,11,18,22,26,23,22,17,19,26,21,26,27,18,16,19,16,19,16,13,7,12,16,15,15,11,10,12,5,2,8,7,4,5,8,6,3,5,3,1,2,2,6,2,3,3,4,2,2,2,1,2,1,0,1,1,3,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Retalhuleu,2021,312.0,1595,216,1379,52,7,700,15,2,1,0,0,18,705,42,28,1,24,0,6,4,3,5,8,8,11,6,15,10,7,7,12,16,19,23,21,33,36,45,48,53,43,55,70,49,42,66,56,66,59,56,53,43,59,41,44,37,36,32,23,22,30,10,28,17,9,17,5,12,7,8,12,10,8,5,4,5,3,7,8,5,0,2,4,2,1,3,2,5,3,0,0,0,1,1,1,0,1,2,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1
Sacatepéquez,2021,189.0,1686,203,1483,124,0,760,28,11,1,3,0,8,701,40,3,1,6,0,0,0,0,0,1,1,1,0,1,2,2,4,0,6,7,8,12,29,28,53,66,48,67,68,73,56,51,71,60,78,58,62,57,50,55,41,43,52,32,41,38,33,32,22,25,20,14,17,15,12,12,10,14,6,10,4,15,11,6,14,8,10,8,4,5,0,2,2,2,3,1,0,3,5,4,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
San Marcos,2021,452.0,1606,151,1455,406,0,458,32,7,3,2,0,1,663,29,2,0,3,0,0,0,0,0,0,0,0,1,2,0,2,0,6,3,2,9,17,27,24,42,51,60,51,68,68,42,53,54,55,71,39,38,46,44,62,35,44,35,43,41,25,46,26,24,28,23,21,13,18,13,15,17,13,11,13,4,9,5,8,9,8,3,7,5,3,9,10,5,5,6,3,0,9,4,3,3,4,2,0,4,1,2,5,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,21
Santa Rosa,2021,323.0,1531,208,1323,71,3,585,71,14,5,1,1,17,604,151,1,2,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,4,10,14,32,40,43,47,46,48,52,61,52,69,47,52,45,45,61,36,36,43,26,39,39,37,38,32,32,19,21,20,19,15,16,20,20,17,19,13,15,16,13,22,14,7,12,9,12,7,8,8,10,2,4,3,2,4,2,7,1,1,1,5,4,0,3,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Sololá,2021,96.0,478,90,388,54,0,196,12,0,0,0,0,6,203,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8,4,8,11,16,14,14,12,14,14,13,13,12,14,14,14,18,7,10,14,6,11,13,7,8,13,7,10,9,14,8,6,4,6,12,6,1,5,3,7,6,5,3,2,2,1,3,4,2,3,5,3,4,2,3,3,3,2,1,2,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
